Column1,Column2,Column3,Column4,Column5,Column6,Column7
player_id,player_name,player_number,position,country,date_of_birth,height
p2236,Lee McCulloch,\N,Midfielder,Scotland,1978-05-14,185
p223723,Takehiro Tomiyasu,18,Defender,Japan,1998-11-05,188
p223824,Reece Hannam,43,Defender,England,2000-09-11,\N
p223827,Danny Ballard,\N,Defender,Northern Ireland,1999-09-22,187
p223911,Chris Mepham,\N,Defender,Wales,1997-11-05,191
p224117,Viktor Gyökeres,\N,Forward,Sweden,1998-06-04,187
p224444,Ferran Torres,21,Forward,Spain,2000-02-29,184
p2245,Alex Mathie,\N,Forward,Scotland,1968-12-20,178
p22488,Uwe Rösler,\N,Forward,Germany,1968-11-15,183
p224909,Sebastian Soto,\N,Forward,United States,2000-07-28,183
p224946,Matthew Worthington,\N,Midfielder,England,1997-12-18,\N
p225000,Dion Sanderson,\N,Defender,England,1999-12-15,\N
p2251,Tony Thomas,\N,Defender,England,1971-07-12,180
p225321,Aaron Ramsdale,32,Goalkeeper,England,1998-05-14,188
p225368,Meritan Shabani,\N,Midfielder,Germany,1999-03-15,185
p2255,Steven Thompson,\N,Forward,Scotland,1978-10-14,188
p2256,David Worrell,\N,Defender,Scotland,1978-01-12,\N
p225795,Alex Denny,\N,Midfielder,England,2000-04-12,186
p225796,Reece James,24,Defender,England,1999-12-08,182
p225798,Alfie Payne,\N,Midfielder,England,1999-10-07,\N
p225902,Boubakary Soumaré,42,Midfielder,France,1999-02-27,188
p225991,Tyler Smith,\N,Forward,England,1998-12-04,178
p226021,Dominic Revan,\N,Defender,England,2000-09-19,\N
p226029,Lasse Sørensen,\N,Midfielder,Denmark,1999-10-21,185
p226182,Jayden Bogle,\N,Defender,England,2000-07-27,178
p226245,Josh Oluwayemi,\N,Goalkeeper,England,2001-03-13,\N
p226450,William Mannion,\N,Goalkeeper,England,1998-05-05,193
p226597,Gabriel Magalhães,6,Defender,Brazil,1997-12-19,190
p2268,Steven Pressley,\N,Defender,Scotland,1973-10-11,183
p2269,Gary Naysmith,\N,Defender,Scotland,1978-11-16,178
p226956,Mads Roerslev,30,Defender,Denmark,1999-06-24,184
p226961,Luka Racic,32,Defender,Denmark,1999-05-08,\N
p2270,Gary Locke,\N,Midfielder,Scotland,1975-06-16,183
p227127,Yves Bissouma,8,Midfielder,Mali,1996-08-30,182
p2272,Paul Ritchie,\N,Defender,Scotland,1975-08-21,185
p227290,Corey Jordan,\N,Defender,England,1999-03-04,185
p227560,Peter Etebo,4,Midfielder,Nigeria,1995-11-09,172
p2276,Colin Cameron,\N,Midfielder,Scotland,1972-10-23,173
p2277,Darren Jackson,\N,,Scotland,1966-07-25,178
p228044,Mads Bech Sørensen,29,Defender,Denmark,1999-01-07,189
p228286,Édouard Mendy,16,Goalkeeper,Senegal,1992-03-01,197
p228798,Cengiz Ünder,\N,Midfielder,Turkey,1997-07-14,173
p2289,Alan Kernaghan,\N,Defender,Ireland,1967-04-25,188
p229273,Henry Onyekuru,\N,Forward,Nigeria,1997-06-05,175
p229600,Mark Travers,\N,Goalkeeper,Ireland,1999-05-18,191
p2298,Leigh Jenkinson,\N,Forward,England,1969-07-09,183
p229960,Christoph Klarer,\N,Midfielder,Austria,2000-06-14,191
p230046,Douglas Luiz,6,Midfielder,Brazil,1998-05-09,175
p2301,Gerry McMahon,\N,Midfielder,Northern Ireland,1973-12-29,180
p230127,Percy Tau,\N,Forward,South Africa,1994-05-13,175
p2302,Lee Makel,\N,Midfielder,England,1973-01-11,180
p230251,Emmanuel Dennis,25,Forward,Nigeria,1997-11-15,175
p230428,Philippe Sandler,\N,Defender,Netherlands,1997-02-10,188
p2309,Antti Niemi,\N,Goalkeeper,Finland,1972-05-31,185
p2310,Dariusz Adamczuk,\N,Defender,Poland,1969-10-21,180
p231065,Ethan Pinnock,5,Defender,Jamaica,1993-05-29,187
p2311,Lorenzo Amoruso,\N,Defender,Italy,1971-06-28,188
p231172,Brandon Mason,\N,Defender,England,1997-09-30,173
p2312,Colin Hendry,\N,Defender,Scotland,1965-12-07,185
p2313,Craig Moore,\N,Defender,Australia,1975-12-12,186
p231372,Tanguy Ndombele,28,Midfielder,France,1996-12-28,181
p231399,Marcin Bulka,\N,Goalkeeper,Poland,1999-10-04,199
p2317,Tony Vidmar,\N,Defender,Australia,1970-07-04,185
p231747,Jean-Philippe Mateta,14,Forward,France,1997-06-28,192
p231821,Jordan Davies,\N,Midfielder,Wales,1998-08-18,\N
p231845,Ollie Harfield,\N,Defender,England,1998-01-09,178
p231846,Ciaron Brown,\N,Defender,Northern Ireland,1998-01-14,185
p231847,Keelan O'Connell,\N,Midfielder,England,1999-11-30,\N
p231850,Shaun Hobson,\N,Defender,England,1998-06-29,\N
p2321,Keith O'Halloran,\N,Midfielder,Ireland,1975-11-10,178
p232185,Ismaila Sarr,23,Forward,Senegal,1998-02-25,185
p232223,Folarin Balogun,26,Forward,England,2001-07-03,178
p232228,Harry Clarke,\N,Defender,England,2001-03-02,\N
p232229,Vontae Daley-Campbell,38,Defender,England,2001-04-02,\N
p232233,Tyreece John-Jules,\N,Forward,England,2001-02-14,183
p232234,James Olayinka,\N,Midfielder,England,2000-10-05,\N
p232241,Matthew Smith,\N,Defender,England,2000-10-05,\N
p232244,Bayli Spencer-Adams,\N,Defender,England,2001-06-26,\N
p232247,Dominic Thompson,2,Defender,England,2000-07-26,\N
p232351,Ryan Giles,\N,Midfielder,England,2000-01-26,179
p232361,Taylor Perry,\N,Midfielder,England,2001-07-15,\N
p232387,Emmanuel Longelo,\N,Forward,England,2000-12-27,\N
p232391,Jeremy Ngakia,2,Defender,England,2000-09-07,\N
p232398,Nathan Trott,\N,Goalkeeper,England,1998-11-21,184
p2324,Barry Ferguson,\N,Midfielder,Scotland,1978-02-02,178
p232413,Eberechi Eze,10,Midfielder,England,1998-06-29,\N
p232416,Finn Azaz,\N,Midfielder,England,2000-09-07,\N
p232423,Nathan Ferguson,36,Defender,England,2000-10-06,178
p232425,George Harmon,\N,Defender,England,2000-12-08,\N
p232427,Rekeem Harper,\N,Midfielder,England,2000-03-08,188
p232454,Brooklyn Lyons-Foster,53,Defender,England,2000-12-01,\N
p232456,Dilan Markanday,54,Forward,England,2001-08-20,\N
p232460,Jubril Okedina,\N,Defender,England,2000-10-26,\N
p232522,Nathan Shepperd,\N,Goalkeeper,Wales,2000-09-10,\N
p232616,Mungo Bridge,\N,Forward,England,2000-09-12,\N
p232623,Saul Shotton,\N,Defender,England,2000-11-10,184
p232653,Jacob Ramsey,41,Midfielder,England,2001-05-28,\N
p232654,Michael Tait,\N,Forward,England,2001-01-29,\N
p232667,Akin Famewo,\N,Defender,England,1998-11-09,187
p232758,Ben Winterbottom,\N,Goalkeeper,England,2001-07-16,\N
p232774,Ryan Longman,\N,Midfielder,England,2000-11-06,180
p232781,Di'Shon Bernard,\N,Defender,England,2000-10-14,189
p232787,Conor Gallagher,23,Midfielder,England,2000-02-06,182
p232792,Tariq Lamptey,2,Defender,England,2000-09-30,\N
p232797,Kayne Ramsay,\N,Defender,England,2000-10-10,\N
p232818,Henry Wise,\N,Midfielder,England,2000-01-01,174
p232820,Joseph Anderson,\N,Defender,England,2001-02-06,\N
p232825,Stephen Duke-McKenna,\N,Midfielder,Guyana,2000-08-17,\N
p232826,Anthony Gordon,42,Forward,England,2001-02-24,\N
p232828,Fraser Hornby,\N,Midfielder,Scotland,1999-09-13,195
p232829,Kyle John,\N,Defender,England,2001-02-13,\N
p232881,Thakgalo Leshabela,\N,Midfielder,South Africa,1999-09-18,175
p232892,Calvin Bassey,\N,Defender,England,1999-12-31,185
p2329,Andrei Kanchelskis,\N,Midfielder,Russia,1969-01-23,178
p232904,Kamil Grabara,\N,Goalkeeper,Poland,1999-01-08,195
p232905,Liam Millar,\N,Forward,Canada,1999-09-27,81
p232917,Arijanet Muric,\N,Goalkeeper,Kosovo,1998-11-07,198
p232923,George Broadbent,\N,Midfielder,England,2000-09-30,188
p232924,D'Mani Mellor,\N,Forward,England,2000-09-20,\N
p232928,James Garner,\N,Midfielder,England,2001-03-13,186
p232929,Ethan Laird,\N,Defender,England,2001-08-05,177
p232930,Dylan Levitt,\N,Midfielder,Wales,2000-11-17,180
p232937,Brandon Williams,21,Defender,England,2000-09-03,171
p232957,Thomas Allan,\N,Forward,England,1999-09-23,\N
p232960,Lewis Cass,\N,Defender,England,2000-02-27,\N
p232964,Lewis Gibson,\N,Defender,England,2000-07-19,185
p232977,Kelland Watts,\N,Midfielder,England,1999-11-03,\N
p232979,Jack Young,\N,Midfielder,England,2000-10-21,\N
p232980,Max Aarons,2,Defender,England,2000-01-04,178
p233001,Jamal Balogun,\N,Defender,England,2000-01-18,\N
p233009,James Hillson,\N,Goalkeeper,England,2001-01-14,\N
p2331,Kieran McAnespie,\N,Defender,Scotland,1979-09-11,173
p23336,John Jensen,\N,Midfielder,Denmark,1965-05-03,178
p233425,Aaron Connolly,7,Forward,Ireland,2000-01-28,\N
p233427,Elliot Watt,\N,Midfielder,Scotland,2000-03-11,175
p233462,Jack Bycroft,\N,Goalkeeper,England,2001-09-21,\N
p233489,Leighton Clarkson,\N,Midfielder,England,2001-10-19,175
p233497,Adama Diakhaby,\N,Forward,France,1996-07-05,184
p233549,Callum Wright,\N,Midfielder,England,2000-05-02,\N
p2336,Claudio Reyna,\N,Midfielder,United States,1973-07-20,178
p2338,Giovanni van Bronckhorst,\N,Midfielder,Netherlands,1975-02-05,178
p233849,Archie Mair,\N,Goalkeeper,Scotland,2001-02-10,198
p233963,Konstantinos Mavropanos,\N,Defender,Greece,1997-12-11,194
p2341,Gordon Durie,\N,Forward,Scotland,1965-12-06,178
p2343,Jonatan Johansson,\N,Forward,Finland,1975-08-16,185
p2344,Neil McCann,\N,Midfielder,Scotland,1974-08-11,178
p234483,Aiden O'Neill,\N,Midfielder,Australia,1998-07-04,178
p2347,Rod Wallace,\N,Forward,England,1969-10-02,170
p234720,Giovanni McGregor,\N,Midfielder,England,1999-01-09,\N
p2349,Iain Jenkins,\N,Defender,Northern Ireland,1972-11-24,175
p234908,Juan Foyth,\N,Defender,Argentina,1998-01-12,179
p235076,Jonathan De Bie,\N,Goalkeeper,Belgium,2000-05-28,\N
p235180,Michael Collins,\N,Defender,England,2000-09-22,\N
p2353,Peter Canero,\N,Defender,Scotland,1981-01-10,176
p235381,Sam Dalby,\N,Forward,England,1999-12-07,\N
p235382,Steven Alzate,17,Midfielder,Colombia,1998-09-08,180
p235425,Ben Cottrell,\N,Midfielder,England,2001-10-31,\N
p235448,Ellery Balcombe,\N,Goalkeeper,England,1999-10-15,190
p235530,Lloyd Kelly,\N,Defender,England,1998-10-06,178
p235546,Jacob Sørensen,19,Midfielder,Denmark,1998-03-03,\N
p235599,Nikola Tavares,\N,Defender,Croatia,1999-01-17,\N
p235640,Harry Boyes,\N,Defender,England,2001-11-02,\N
p235644,Kane O'Connor,\N,Defender,Scotland,2001-01-17,\N
p2368,Kevin McNaughton,\N,Defender,Scotland,1982-08-28,178
p2380,Martin Andresen,\N,Midfielder,Norway,1977-02-02,178
p2381,Fumaca,\N,Midfielder,Brazil,1976-07-15,185
p2382,Kevin Gallacher,\N,Forward,Scotland,1966-11-23,175
p2383,James Pullen,\N,Goalkeeper,England,1982-03-18,188
p2385,Charlie Miller,\N,,Scotland,1976-03-18,175
p2386,Larus Sigurdsson,\N,Defender,Iceland,1973-06-04,183
p2387,Andy Townsend,\N,Midfielder,Ireland,1963-07-23,180
p2388,Per Frandsen,\N,Midfielder,Denmark,1970-02-06,185
p2390,Carlton Palmer,\N,Defender,England,1965-12-05,188
p2392,Juninho Paulista,\N,Midfielder,Brazil,1973-02-22,165
p2393,Carlos Marinelli,\N,Midfielder,Argentina,1982-03-14,173
p2394,Ade Akinbiyi,\N,Forward,Nigeria,1974-10-10,185
p2395,Steve Yates,\N,Defender,England,1970-01-29,180
p2398,Gary Charles,\N,Defender,England,1970-04-13,175
p2399,Danny Higginbotham,\N,Defender,Gibraltar,1978-12-29,188
p2400,Luís Boa Morte,\N,Forward,Portugal,1977-08-04,178
p240098,Billy Arce,\N,Midfielder,Ecuador,1998-07-12,178
p2401,Trond Egil Soltvedt,\N,Midfielder,Norway,1967-02-15,185
p240143,Ibrahima Diallo,27,Midfielder,France,1999-03-08,179
p2402,Eric Roy,\N,Midfielder,France,1967-09-26,188
p2403,Adam Newton,\N,Defender,St. Kitts & Nevis,1980-12-04,178
p2404,Michael Carrick,\N,Midfielder,England,1981-07-28,188
p240498,Brandon Fleming,\N,Defender,England,1999-12-03,\N
p240499,Daniel Batty,\N,Midfielder,England,1997-12-10,178
p2405,Trond Andersen,\N,Defender,Norway,1975-01-06,188
p240508,Bryce Hosannah,\N,Defender,England,1999-04-08,\N
p240514,Kjell Scherpen,16,Goalkeeper,Netherlands,2000-01-23,202
p2406,Walid Badir,\N,Midfielder,Israel,1974-03-12,183
p240795,Elias Sorensen,\N,Forward,Denmark,1999-09-18,\N
p240796,Álvaro Fernández,40,Goalkeeper,Spain,1998-04-13,185
p2408,Peter Keen,\N,Goalkeeper,England,1976-11-16,183
p240852,Yasin Ben El-Mhanni,\N,Midfielder,England,1995-10-26,178
p2410,Rob Bowman,\N,Defender,England,1975-11-21,183
p241157,Emerson Royal,12,Defender,Brazil,1999-01-14,181
p2412,Stuart Whitehead,\N,Defender,England,1976-07-17,183
p241289,Ben Wilmot,\N,Defender,England,1999-11-04,188
p2414,David Brightwell,\N,Defender,England,1971-01-07,185
p2416,Scott Dobie,\N,Forward,Scotland,1978-10-10,185
p241791,Ryan Schofield,\N,Goalkeeper,England,1999-12-11,190
p242058,Moise Kean,\N,Forward,Italy,2000-02-28,183
p242166,Mattéo Guendouzi,\N,Midfielder,France,1999-04-14,185
p242183,James Morris,42,Defender,England,2001-11-23,\N
p242510,Louie Moulden,13,Goalkeeper,England,2002-01-06,\N
p242578,Ibrahim Meite,\N,Forward,England,1996-07-29,188
p243016,Alexis Mac Allister,10,Midfielder,Argentina,1998-12-24,176
p243343,Jake Cain,\N,Midfielder,England,2001-09-02,\N
p243345,Lewis O'Brien,\N,Midfielder,England,1998-10-14,173
p243413,Regan Slater,\N,Midfielder,England,1999-09-11,173
p243505,Jakub Moder,15,Midfielder,Poland,1999-04-07,188
p243531,Andrew Eleftheriou,\N,Defender,England,1997-11-08,172
p243532,Dion Pereira,\N,Midfielder,England,1999-03-25,180
p243568,Billy Gilmour,8,Midfielder,Scotland,2001-06-11,166
p243710,Bernardo Rosa,\N,Midfielder,Brazil,2000-09-20,\N
p2441,Mark Arber,\N,Defender,Zimbabwe,1977-10-08,185
p2442,John Doolan,\N,Midfielder,England,1974-05-07,185
p2444,Marlon King,\N,Forward,Jamaica,1980-04-26,185
p2445,Darren Currie,\N,Midfielder,England,1974-11-29,178
p244560,Romain Perraud,15,Defender,France,1997-09-22,173
p244619,Luke Thomas,33,Defender,England,2001-06-10,\N
p244716,Cucho Hernández,29,Forward,Colombia,1999-04-20,176
p244723,Tyrick Mitchell,3,Defender,England,1999-09-01,\N
p244848,Teddy Jenks,\N,Midfielder,England,2002-03-12,191
p244850,Morgan Rogers,\N,Forward,England,2002-07-26,\N
p244851,Cole Palmer,80,Midfielder,England,2002-05-06,\N
p244852,Terell Pennant,\N,Forward,England,2002-09-14,\N
p244853,Malachi Fagan-Walcott,46,Defender,England,2002-03-11,\N
p244856,Teden Mengi,43,Defender,England,2002-04-30,183
p244858,Fabio Carvalho,\N,Midfielder,England,2002-08-30,\N
p244890,Joseph Hungbo,\N,Midfielder,England,2000-01-15,\N
p244932,Ben Knight,\N,Midfielder,England,2002-06-14,\N
p2452,Adrian Clarke,\N,Midfielder,England,1974-09-28,178
p245419,Patson Daka,29,Forward,Zambia,1998-10-09,183
p245719,Taylor Harwood-Bellis,\N,Defender,England,2002-01-30,188
p245749,Benjamin Davis,\N,Midfielder,Thailand,2000-11-24,175
p245791,Cohen Bramall,\N,Defender,England,1996-04-02,178
p245824,Carlos Vinícius,\N,Forward,Brazil,1995-03-25,190
p245923,Luke Cundle,39,Midfielder,England,2002-04-26,\N
p24603,Henrik Larsen,\N,Forward,Denmark,1966-05-17,188
p2464,Andy Collett,\N,Goalkeeper,England,1973-10-28,183
p2466,Adam Reed,\N,Defender,England,1975-02-18,180
p246878,Abdelhamid Sabiri,\N,Midfielder,Germany,1996-11-28,186
p2469,Craig Liddle,\N,Defender,England,1971-10-21,180
p247286,Kyle Jameson,\N,Defender,England,1998-09-11,183
p247421,Jack Bodenham,\N,Defender,Wales,1999-09-29,\N
p247510,Kornelius Normann Hansen,\N,Midfielder,Norway,2001-05-06,175
p247620,Oladapo Afolayan,\N,Forward,England,1997-09-11,180
p247632,Pedro Neto,7,Forward,Portugal,2000-03-09,172
p247700,Rarmani Edmonds-Green,\N,Defender,England,1999-01-14,\N
p2478,Peter Duffield,\N,Forward,England,1965-02-04,168
p2480,Marco Gabbiadini,\N,Forward,England,1968-01-20,178
p248164,Viljami Sinisalo,38,Goalkeeper,Finland,2001-10-11,\N
p2482,Lee Power,\N,Forward,England,1972-06-30,183
p248504,Nabili Zoubdi Touaizi,\N,Forward,Morocco,2001-02-01,\N
p248506,Arnau Puigmal,\N,Midfielder,Spain,2001-01-10,173
p248508,Pablo Moreno,\N,Forward,Spain,2002-05-03,174
p248520,Aaron Pressley,\N,Forward,Scotland,2001-11-07,189
p248719,Warren O'Hora,\N,Defender,Ireland,1999-04-19,\N
p2488,Jon Gittens,\N,Defender,England,1964-01-22,183
p248852,Tom Smith,\N,Goalkeeper,England,2002-01-30,\N
p248853,Dynel Simeu,\N,Defender,England,2002-03-13,186
p248855,Harrison Sohna,\N,Midfielder,England,2002-07-01,\N
p248937,Sam Greenwood,42,Forward,England,2002-01-26,185
p2493,Peter Butler,\N,Midfielder,England,1966-08-26,175
p2497,Neil Heaney,\N,Forward,England,1972-08-11,175
p249931,Josh Gordon,\N,Forward,England,1994-10-10,178
p250081,Ryan Hill,\N,Midfielder,England,1998-03-19,\N
p2502,Mark Prudhoe,\N,,England,1963-11-08,183
p250370,Nathan Bishop,\N,Goalkeeper,England,1999-10-15,185
p250604,Owen Otasowie,\N,Midfielder,United States,2001-01-06,191
p250659,Benjamín Garré,\N,Midfielder,Argentina,2000-07-11,172
p250720,Jacob Montes,\N,Midfielder,United States,1998-10-20,\N
p2513,Jamie Murphy,\N,Midfielder,Scotland,1989-08-28,178
p25192,Dino Toppmöller,\N,Midfielder,Germany,1980-11-23,188
p2521,Mike Pollitt,\N,Goalkeeper,England,1972-02-29,193
p25243,Lee Dong-Gook,\N,Forward,South Korea,1979-04-29,187
p2527,Rob Scott,\N,Defender,England,1973-08-15,185
p2545,Andy Clarke,\N,Forward,England,1967-07-22,178
p2551,Andy Turner,\N,Midfielder,Northern Ireland,1975-03-23,178
p2554,Paul Pettinger,\N,Goalkeeper,England,1975-10-01,183
p25555,Moustapha Salifou,\N,Midfielder,Togo,1983-06-01,180
p2556,Kevin Watson,\N,Midfielder,England,1974-01-03,183
p2558,Vance Warner,\N,Defender,England,1974-09-03,180
p2559,Simon Davies,\N,Midfielder,Wales,1979-10-23,178
p2562,Adam Drury,\N,Defender,England,1978-08-29,180
p2570,Matthew Etherington,\N,Midfielder,England,1981-08-14,178
p2572,David Farrell,\N,Midfielder,England,1971-11-11,180
p2589,Paul Rogers,\N,Midfielder,England,1965-03-21,183
p2594,Lee Glover,\N,Forward,England,1970-04-24,178
p2619,Lee Howey,\N,Defender,England,1969-04-01,188
p2628,Steve Howard,\N,Forward,Scotland,1976-05-10,191
p2632,Ian Hendon,\N,Defender,England,1971-12-05,183
p2636,Richard Hope,\N,Defender,England,1978-06-22,188
p2638,Duncan Spedding,\N,Midfielder,England,1977-09-07,185
p2641,Tony Dobson,\N,Defender,England,1969-02-05,185
p2647,Paul Wilkinson,\N,Forward,England,1964-10-30,185
p2659,Aidan Newhouse,\N,Forward,England,1972-05-23,188
p2663,Glyn Thompson,\N,Goalkeeper,England,1981-02-24,185
p2665,Jon Sheffield,\N,Goalkeeper,England,1969-02-01,180
p2667,Jon Ashton,\N,Defender,England,1982-10-04,188
p26719,Rene Gilmartin,\N,Goalkeeper,Ireland,1987-05-31,196
p26725,José Enrique,\N,Defender,Spain,1986-01-23,184
p26744,Ramon Calliste,\N,Forward,Wales,1985-12-16,188
p26748,Ibrahim Sissoko,\N,Midfielder,Mali,0000-00-00,177
p26749,Rúrik Gíslason,\N,Forward,Iceland,1988-02-25,184
p26754,Franck Songo'o,\N,Forward,Cameroon,1987-05-14,178
p26756,Doni,\N,Goalkeeper,Brazil,1979-10-22,194
p2677,David Kerr,\N,Midfielder,Scotland,1974-09-06,180
p2679,Neil Thompson,\N,Defender,England,1963-10-02,180
p26793,Martin Skrtel,\N,Defender,Slovakia,1984-12-15,191
p26794,Jan Kozak,\N,Midfielder,Slovakia,1980-04-22,192
p26806,Markus Rosenberg,\N,Forward,Sweden,1982-09-27,185
p2682,Sean McCarthy,\N,Forward,England,1967-09-12,183
p26836,Sekou Baradji,\N,Defender,France,0000-00-00,\N
p2684,Paul McGregor,\N,Forward,England,1974-12-17,178
p26883,Nikola Zigic,\N,Forward,Serbia,1980-09-25,202
p26900,Peter Odemwingie,\N,Forward,Nigeria,1981-07-15,182
p26901,Kevin Mirallas,\N,Midfielder,Belgium,1987-10-05,182
p26909,Manuel Fernandes,\N,,Portugal,1986-02-05,176
p2692,Chris Fairclough,\N,Defender,England,1964-04-12,180
p26921,Arouna Koné,\N,Forward,Cote D`Ivoire,0000-00-00,\N
p2702,Robbie Herrera,\N,Midfielder,England,1970-06-12,170
p2710,Ken Veysey,\N,Goalkeeper,England,1967-06-08,\N
p2722,Michael Boulding,\N,Forward,England,1976-02-08,178
p27258,Anderson,\N,Midfielder,Brazil,1988-04-13,176
p27261,William Kvist,\N,Midfielder,Denmark,1985-02-24,184
p2729,David Linighan,\N,Defender,England,1965-01-09,188
p2730,Andy Dawson,\N,Defender,England,1978-10-20,175
p2733,Mark Blake,\N,Midfielder,England,1970-12-16,183
p27334,Mathieu Debuchy,\N,Defender,France,1985-07-28,176
p27335,Stephan Lichtsteiner,\N,Defender,Switzerland,1984-01-16,182
p27341,Yohan Cabaye,\N,Midfielder,France,1986-01-14,174
p27348,Gabriel Tamas,\N,Defender,Romania,1983-11-09,188
p2739,Matt Bound,\N,Defender,England,1972-11-09,188
p27421,Matthew Reed,\N,Goalkeeper,England,1986-12-24,183
p27422,Anthony Stokes,\N,Forward,Ireland,1988-07-25,180
p27429,Ben Gill,\N,Midfielder,England,1987-10-09,175
p2743,Steve Agnew,\N,Midfielder,England,1965-11-09,178
p27431,Peter Till,\N,Midfielder,England,1985-09-07,180
p27432,Marcos Painter,\N,Defender,Ireland,1986-08-17,183
p27435,Andrew McNeil,\N,Goalkeeper,Scotland,1987-01-19,182
p27436,David McGoldrick,\N,Midfielder,Ireland,1987-11-29,183
p27440,Simon Cox,\N,Forward,Ireland,1987-04-28,180
p27447,Robert Milsom,\N,Midfielder,England,1987-01-02,180
p2745,Bobby Mimms,\N,Goalkeeper,England,1963-10-12,188
p27450,Gabriel Agbonlahor,\N,Forward,England,1986-10-13,180
p27462,Jesús Gámez,\N,Defender,Spain,1985-04-10,177
p27471,Lee Martin,\N,Midfielder,England,1987-02-09,180
p2748,John Williams,\N,Forward,England,1968-11-05,188
p27498,Ishmel Demontagnac,\N,Midfielder,England,1988-06-15,178
p27503,Sone Aluko,\N,Forward,Nigeria,1989-02-19,173
p27522,Robert Koren,\N,Midfielder,Slovenia,1980-09-20,173
p27581,Zheng Zhi,\N,Midfielder,China,1980-08-20,181
p2763,Keith Hill,\N,Defender,England,1969-05-17,183
p27671,Stéphane Mbia,\N,Defender,Cameroon,1986-05-20,189
p27674,Arnold Mvuemba,\N,Midfielder,France,1985-01-28,172
p27685,Adriano Basso,\N,Goalkeeper,Brazil,1975-04-18,185
p27694,Luke Joyce,\N,Midfielder,England,1987-07-09,175
p27695,Joey Waterhouse,\N,Defender,England,1988-10-10,178
p27696,Fabrice Muamba,\N,Midfielder,England,1988-04-06,188
p27697,Nicklas Bendtner,\N,Forward,Denmark,1988-01-16,193
p27698,Matthew Connolly,\N,Defender,England,1987-09-24,188
p27700,Nicky Law,\N,Midfielder,England,1988-03-29,178
p27704,Matthew Birley,\N,Midfielder,England,1986-07-26,173
p27705,Adam Eckersley,\N,Defender,England,1985-09-07,180
p27706,Ritchie Jones,\N,Midfielder,England,1986-09-26,188
p27707,Darron Gibson,\N,Midfielder,Ireland,1987-10-25,183
p27709,Mark Ricketts,\N,Defender,England,1984-10-07,183
p27770,Birkir Bjarnason,\N,Midfielder,Iceland,1988-05-27,183
p27789,Fernandinho,25,Midfielder,Brazil,1985-05-04,179
p27792,Elano,\N,Midfielder,Brazil,1981-06-14,174
p27794,Borja Valero,\N,Midfielder,Spain,1985-01-12,175
p27845,James Dormand,\N,Goalkeeper,England,1986-11-15,195
p27847,Aaron Brown,\N,Midfielder,England,1983-06-23,193
p27853,Steve Drench,\N,Goalkeeper,England,1985-09-11,185
p27922,Martin Foster,\N,Midfielder,England,1977-10-29,165
p2806,Dave Barnes,\N,Defender,England,1961-11-16,183
p2808,Steve Wood,\N,Midfielder,England,1963-06-23,175
p28082,Ralf Fährmann,\N,Goalkeeper,Germany,1988-09-27,197
p28097,Niko Kranjcar,\N,Midfielder,Croatia,1984-08-13,186
p28100,Kris Gate,\N,Defender,England,1985-01-01,170
p2813,Terry Fleming,\N,Midfielder,England,1973-05-01,175
p28137,Daniel Cousin,\N,Forward,Gabon,1977-02-07,187
p28145,Jimmy Kébé,\N,Midfielder,Mali,1984-01-19,187
p28146,Benoit Assou-Ekotto,\N,Defender,Cameroon,1984-03-24,178
p28147,Mohamed Diamé,\N,Midfielder,Senegal,1987-06-14,184
p2815,Martin Ling,\N,Midfielder,England,1966-07-15,170
p28157,David Goodwillie,\N,Forward,Scotland,1989-03-28,175
p28160,Mario Suárez,\N,Midfielder,Spain,1987-02-24,188
p28183,Grétar Steinsson,\N,Defender,Iceland,1982-01-09,189
p28192,Zac Jones,\N,Goalkeeper,England,1988-11-24,181
p2821,Paul Miller,\N,Midfielder,England,1968-01-31,183
p28221,Gary Hooper,\N,Forward,England,1988-01-26,175
p28225,Kerrea Gilbert,\N,Defender,England,1987-02-28,175
p2823,Lee Philpott,\N,Midfielder,England,1970-02-21,178
p2824,Roger Joseph,\N,Defender,England,1965-12-24,180
p28244,George Boyd,\N,Midfielder,Scotland,1985-10-02,186
p2825,Alan Marriott,\N,Goalkeeper,England,1978-03-09,185
p2826,Martyn Booty,\N,Defender,England,1971-05-30,173
p2827,Peter Gain,\N,Midfielder,Ireland,1976-11-11,185
p28276,Sam Wedgbury,\N,Midfielder,England,1989-02-26,183
p28296,Denes Rosa,\N,Midfielder,Hungary,1977-04-07,174
p28301,Cheick Tioté,\N,Midfielder,Cote D`Ivoire,0000-00-00,\N
p28304,Patrik Anttonen,\N,Midfielder,Sweden,1980-03-06,178
p2831,Simon Coleman,\N,Defender,England,1968-06-13,183
p28313,Stanislav Manolev,\N,Defender,Bulgaria,1985-12-16,185
p2832,David Phillips,\N,Midfielder,Wales,1963-07-29,178
p28335,Martin Latka,\N,Midfielder,Czech Republic,1984-09-28,193
p28342,Marcel Gecov,\N,Midfielder,Czech Republic,1988-01-01,182
p2835,Paul Smith,\N,Midfielder,England,1976-01-25,180
p28378,Tommy Elphick,\N,Defender,England,1987-09-07,180
p28386,José Crespo,\N,Defender,Spain,1987-02-09,185
p28392,Christian Bolaños,\N,,Costa Rica,1984-05-17,175
p2843,Andrew Harris,\N,Defender,England,1977-02-26,180
p28434,Diego Lugano,\N,Defender,Uruguay,1980-11-02,188
