Column1,Column2,Column3,Column4,Column5,Column6,Column7
player_id,player_name,player_number,position,country,date_of_birth,height
p78773,James Collins,\N,Forward,Ireland,1990-12-01,188
p78774,David Davis,\N,Midfielder,England,1991-02-20,173
p78778,Nick Proschwitz,\N,Forward,Germany,1986-11-28,192
p78791,Adam Dawson,\N,,England,1992-10-05,175
p78827,Adam Tull,\N,Midfielder,Philippines,1991-05-08,165
p78828,Gael N'Lundulu,\N,Forward,France,1992-04-29,182
p78829,Ryan Connor,\N,Defender,England,1991-12-13,171
p78830,Harry Kane,10,Forward,England,1993-07-28,188
p78898,Michael Hall,\N,Midfielder,England,1990-11-30,178
p78911,Kadeem Harris,\N,Midfielder,England,1993-06-08,175
p78916,Dan Burn,33,Defender,England,1992-05-09,198
p7896,Efan Ekoku,\N,Forward,Nigeria,1967-06-08,188
p7898,Rati Aleksidze,\N,Midfielder,Georgia,1978-08-03,186
p7899,Gary Montgomery,\N,Goalkeeper,England,1982-08-10,188
p7900,Hans Segers,\N,Goalkeeper,Netherlands,1961-10-30,180
p7906,Damien Delaney,\N,Defender,Ireland,1981-07-20,191
p7907,Stuart Parnaby,\N,Defender,England,1982-07-19,178
p79179,Stefan Payne,\N,Forward,England,1991-08-10,178
p79228,Pape Souaré,\N,Defender,Senegal,1990-06-06,178
p79287,Tom Eaves,\N,Forward,England,1992-01-14,191
p7933,Fabricio Coloccini,\N,Defender,Argentina,1982-01-22,183
p7941,Martin Jiranek,\N,Defender,Czech,1979-05-25,183
p7945,Vlastimil Vidlicka,\N,Defender,Czech Republic,1981-07-02,178
p79479,Achraf Lazaar,\N,Defender,Morocco,1992-01-22,184
p7958,Jermain Defoe,\N,Forward,England,1982-10-07,171
p7959,Asier Del Horno,\N,Defender,Spain,1981-01-19,183
p79615,Josh Dawkin,\N,Midfielder,Wales,1992-01-16,175
p79619,Jonathan Hogg,\N,Midfielder,England,1988-12-06,170
p7962,Clarence Acuna,\N,Midfielder,Chile,1975-02-08,178
p797,Stephen McPhail,\N,Midfielder,Ireland,1979-12-09,173
p7972,Bojan Djordjic,\N,Midfielder,Sweden,1982-02-06,183
p7973,Michael Stewart,\N,Midfielder,Scotland,1981-02-26,180
p79733,Scott Malone,\N,Defender,England,1991-03-25,189
p7982,Bruce Grobbelaar,\N,Goalkeeper,Zimbabwe,1957-10-06,185
p7984,Steve Nicol,\N,Defender,Scotland,1961-12-11,178
p79843,George Thorne,\N,Midfielder,England,1993-01-04,188
p7985,Gary Gillespie,\N,Defender,Scotland,1960-07-05,188
p79852,Jed Steer,12,Goalkeeper,England,1992-09-23,183
p7987,Ray Houghton,\N,Midfielder,Ireland,1962-01-06,170
p7988,Kevin Ellison,\N,Midfielder,England,1979-02-23,185
p7989,John Barnes,\N,Midfielder,England,1963-11-07,181
p7991,Nigel Spackman,\N,Defender,England,1960-12-02,185
p79910,Scott Hogan,\N,Forward,Ireland,1992-04-13,180
p7993,Jan Mølby,\N,Midfielder,Denmark,1963-07-04,185
p79933,Oliver Gill,\N,Defender,England,1990-09-15,186
p79934,Oliver Norwood,\N,Midfielder,Northern Ireland,1991-04-12,180
p7994,Peter Beardsley,\N,Forward,England,1961-01-18,173
p7995,Ian Rush,\N,Forward,Wales,1961-10-20,180
p79994,Cameron Stewart,\N,Midfielder,England,1991-04-08,172
p8001,Gary Crosby,\N,Midfielder,England,1964-05-08,173
p8003,Nigel Clough,\N,Forward,England,1966-03-19,176
p8004,Neil Webb,\N,Midfielder,England,1963-07-30,183
p8006,Colin Foster,\N,Defender,England,1964-07-16,193
p80061,Ryan Noble,\N,Forward,England,1991-06-11,180
p80066,George Williams,\N,Midfielder,Wales,1995-09-07,172
p8007,Terry Wilson,\N,Midfielder,England,1969-02-08,183
p80146,Jordan Ayew,9,Forward,Ghana,1991-09-11,182
p80178,Jake Bidwell,\N,Defender,England,1993-03-21,183
p80179,Adam Forshaw,4,Midfielder,England,1991-10-08,174
p80180,Aristote Nsiala,\N,Defender,DR Congo,1992-03-25,193
p80181,Conor McAleny,\N,Forward,England,1992-08-12,178
p80182,Nathan Craig,\N,Defender,Wales,1991-10-25,180
p80183,Luke Garbutt,\N,Defender,England,1993-05-21,179
p80201,Bernd Leno,1,Goalkeeper,Germany,1992-03-04,190
p80226,Serge Aurier,\N,Defender,Cote D`Ivoire,1992-12-24,176
p80235,Dedryck Boyata,\N,Defender,Belgium,1990-11-28,188
p80254,Carl Jenkinson,\N,Defender,England,1992-02-08,185
p80276,Alex Wynter,\N,Defender,England,1993-09-15,183
p80281,Mark Cullen,\N,Forward,England,1992-04-21,176
p80282,Lee Nicholls,\N,Goalkeeper,England,1992-10-05,195
p80287,Juanmi,\N,Forward,Spain,1993-05-20,172
p80298,Gedo,\N,Midfielder,Egypt,1984-10-30,184
p80405,Luke Wilkinson,\N,Defender,England,1990-09-29,188
p80442,Samba Diakité,\N,Midfielder,Mali,1989-01-24,185
p80447,Maya Yoshida,\N,Defender,Japan,1988-08-24,189
p80480,Jason Davidson,\N,Defender,Australia,1991-06-29,180
p80498,Eunan O'Kane,\N,Midfielder,Ireland,1990-07-10,168
p80502,Jores Okore,\N,Defender,Denmark,1992-08-11,183
p80506,Abdisalam Ibrahim,\N,Midfielder,Norway,1991-05-01,185
p8055,Benni McCarthy,\N,Forward,South Africa,1977-11-12,183
p80583,Liam Noble,\N,Midfielder,England,1991-05-08,173
p80588,Samuel Galindo,\N,Midfielder,Bolivia,1992-04-18,190
p80598,Darnel Situ,\N,Defender,France,1992-03-18,187
p80607,Christian Eriksen,\N,Midfielder,Denmark,1992-02-14,182
p80710,Benjamin Stambouli,\N,Midfielder,France,1990-08-13,180
p80711,Yaya Sanogo,\N,Forward,France,1993-01-27,191
p80755,Danny Williams,\N,Midfielder,United States,1989-03-08,182
p80766,Jake Jervis,\N,Forward,England,1991-09-17,193
p80788,Daniel Lafferty,\N,Defender,Northern Ireland,1989-05-18,180
p80789,Jordi Amat,\N,Defender,Spain,1992-03-21,184
p80792,Greg Cunningham,\N,Defender,Ireland,1991-01-31,183
p80801,Idrissa Gueye,\N,Midfielder,Senegal,1989-09-26,174
p80935,Papy Djilobodji,\N,Defender,Senegal,1988-12-01,193
p80954,Rodrigo,19,Forward,Spain,1991-03-06,182
p80960,Vincent Weijl,\N,Midfielder,Netherlands,0000-00-00,\N
p80965,Christopher Buchtmann,\N,Midfielder,Germany,1992-04-25,175
p80974,Jacopo Sala,\N,Midfielder,Italy,1991-12-05,184
p80975,Nikki Ahamed,\N,Midfielder,Sri Lanka,1991-04-18,174
p80976,Joe Dudgeon,\N,Defender,Northern Ireland,1990-11-26,178
p80977,Gerardo Bruna,\N,Midfielder,Argentina,1991-01-29,175
p80979,Andreas Weimann,\N,Forward,Austria,1991-08-05,179
p80986,Mark Connolly,\N,Defender,Ireland,1991-12-16,185
p80994,John Dunleavy,\N,Defender,Ireland,1991-07-03,183
p80995,Kyle Bennett,\N,Midfielder,England,1990-09-09,165
p80996,Sam Winnall,\N,Forward,England,1991-01-19,175
p80999,John Leonard,\N,Midfielder,England,1991-03-05,178
p81000,Nathan Hanley,\N,Defender,Northern Ireland,1990-07-18,175
p81012,Ryan Fredericks,24,Defender,England,1992-10-10,181
p81025,Pajtim Kasami,\N,Midfielder,Switzerland,1992-06-02,188
p81048,Josip Drmic,\N,Forward,Switzerland,1992-08-08,183
p81061,Mika,\N,Goalkeeper,Portugal,1991-03-08,195
p81089,Cedric Evina,\N,Defender,Cameroon,1991-11-16,180
p81130,Sam Mantom,\N,Midfielder,England,1992-02-20,175
p81132,Kayleden Brown,\N,Midfielder,Wales,1992-04-15,187
p81183,Matej Vydra,27,Forward,Czech Republic,1992-05-01,180
p81337,Peter Gal-Andrezly,\N,Midfielder,Slovakia,0000-00-00,\N
p81441,Mark Gillespie,29,Goalkeeper,England,1992-03-27,192
p81880,Alex Oxlade-Chamberlain,15,Midfielder,England,1993-08-15,180
p81885,Karl Sheppard,\N,Forward,Ireland,1991-02-14,181
p82055,Lee Lucas,\N,Midfielder,Wales,1992-06-10,180
p82078,Kenneth Zohore,\N,Forward,Denmark,1994-01-31,189
p82143,Wes Foderingham,\N,Goalkeeper,England,1991-01-14,185
p82144,James McCarten,\N,Defender,England,1990-11-08,191
p82146,Chris Stokes,\N,Defender,England,1991-03-08,185
p8218,Nick Montgomery,\N,Defender,Scotland,1981-10-28,175
p82200,Liam O'Brien,\N,Goalkeeper,England,1991-11-30,188
p82205,Nick Powell,\N,Midfielder,England,1994-03-23,183
p82257,Raphael Spiegel,\N,Goalkeeper,Switzerland,1992-12-19,197
p82263,Marcos Alonso,3,Defender,Spain,1990-12-28,188
p8227,Dean Ashton,\N,Forward,England,1983-01-24,185
p82387,Ben Gordon,\N,Defender,England,1991-03-02,181
p82388,James Poole,\N,Forward,England,1990-03-20,180
p8240,Calum Willock,\N,Forward,St. Kitts & Nevis,1981-10-29,183
p82403,Wilfried Zaha,11,Forward,Cote D`Ivoire,1992-11-10,180
p82412,Jack Grimmer,\N,Defender,Scotland,1994-01-25,183
p82428,Marten de Roon,\N,Midfielder,Netherlands,1991-03-29,185
p82451,Luis Alberto,\N,Midfielder,Spain,1992-09-28,182
p8247,Sam Parkin,\N,Forward,England,1981-03-14,188
p82514,Tim Ream,\N,Defender,United States,1987-10-05,186
p8253,Darren Dunning,\N,Midfielder,England,1981-01-08,168
p82579,Graham Hutchison,\N,Defender,Scotland,1993-01-17,189
p82660,Marco van Ginkel,\N,Midfielder,Netherlands,1992-12-01,186
p82691,George Baldock,\N,Defender,England,1993-03-09,178
p82752,Saphir Taïder,\N,Midfielder,Algeria,1992-02-29,180
p82767,Scott Kay,\N,Defender,England,1989-09-18,179
p82771,Markus Henriksen,\N,Midfielder,Norway,1992-07-25,187
p8281,Tony Popovic,\N,Defender,Australia,1973-07-04,193
p8282,Josip Skoko,\N,Midfielder,Australia,1975-12-10,177
p8285,Mile Sterjovski,\N,Midfielder,Australia,1979-05-27,181
p82937,Nadir Ciftci,\N,Midfielder,Turkey,1992-02-12,187
p82970,John Guidetti,\N,Forward,Sweden,1992-04-15,185
p83090,Shinji Kagawa,\N,Midfielder,Japan,1989-03-17,175
p83091,Borja Bastón,\N,Forward,Spain,1992-08-25,186
p83283,Nathan Redmond,11,Midfielder,England,1994-03-06,173
p83299,Lewis Dunk,5,Defender,England,1991-11-21,192
p83306,Jake Taylor,\N,Midfielder,Wales,1991-12-01,178
p83312,Ben Gibson,4,Defender,England,1993-01-15,185
p83314,Jeff Hendrick,16,Midfielder,Ireland,1992-01-31,185
p83325,Jordan Mustoe,\N,Defender,England,1991-01-28,179
p83427,Jack Robinson,\N,Defender,England,1993-09-01,168
p83428,Grant Hanley,5,Defender,Scotland,1991-11-20,187
p83446,João Silva,\N,Forward,Portugal,1990-05-21,189
p83543,Anthony Knockaert,\N,Midfielder,France,1991-11-20,172
p8355,Warren Cummings,\N,Defender,Scotland,1980-10-15,175
p83564,Antonio Luna,\N,Defender,Spain,1991-03-17,178
p83572,Nicklas Helenius,\N,Forward,Denmark,1991-05-08,196
p8358,Roger Johnson,\N,Defender,England,1983-04-28,191
p83701,Johnny Gorman,\N,Midfielder,Northern Ireland,1992-10-26,175
p8371,Gaël Givet,\N,Defender,France,1981-10-09,181
p8377,Kevin Gibbens,\N,Midfielder,England,1979-11-04,178
p8378,Leon Osman,\N,Midfielder,England,1981-05-17,173
p8379,Paul Rachubka,\N,Goalkeeper,England,1981-05-21,185
p8380,James Collins,\N,Defender,Wales,1983-08-23,188
p8390,Hayden Foxe,\N,Defender,Australia,1977-06-23,193
p83905,Juan Agudelo,\N,Forward,United States,1992-11-23,186
p8396,Daniel Sjölund,\N,Midfielder,Finland,1983-04-22,179
p8402,Thomas Hitzlsperger,\N,Midfielder,Germany,1982-04-05,184
p8403,Jon Kennedy,\N,Goalkeeper,England,1980-11-30,185
p8409,Alex O'Reilly,\N,Goalkeeper,Ireland,1979-09-15,185
p8410,Michael Price,\N,Goalkeeper,England,1983-03-04,175
p8411,Andy Reid,\N,Midfielder,Ireland,1982-07-29,170
p84112,Collin Quaner,\N,Forward,Germany,1991-06-18,191
p8412,Richie Partridge,\N,Midfielder,Ireland,1980-09-12,173
p84182,Alphonse Areola,13,Goalkeeper,France,1993-02-27,195
p8420,Danny Webber,\N,Forward,England,1981-12-28,178
p84226,Milan Lalkovic,\N,Forward,Slovakia,1992-12-09,174
p8424,Shaun Bartlett,\N,,South Africa,1972-10-31,184
p8425,Stephen Wright,\N,Defender,England,1980-02-08,180
p8426,Robert Ullathorne,\N,Defender,England,1971-10-11,173
p8429,Ronnie Ekelund,\N,Midfielder,Denmark,1972-08-21,179
p8432,Pepe Reina,\N,Goalkeeper,Spain,1982-08-31,188
p8437,Matthew Gilks,\N,Goalkeeper,Scotland,1982-06-04,185
p84374,Bebé,\N,Forward,Portugal,1990-07-12,190
p8438,Samuel Eto'o,\N,Forward,Cameroon,1981-03-10,179
p84384,Timm Klose,\N,Defender,Switzerland,1988-05-09,193
p8439,Shaun Holmes,\N,Defender,Northern Ireland,1980-12-27,175
p84395,Florin Gardos,\N,Defender,Romania,1988-10-29,193
p8441,Moussa Saïb,\N,Midfielder,Algeria,1969-03-06,178
p8442,Michael Essien,\N,Midfielder,Ghana,1982-12-03,183
p84450,Granit Xhaka,34,Midfielder,Switzerland,1992-09-27,185
p84481,Albert Rusnák,\N,,Slovakia,1994-07-07,175
p84482,Tomas Kalas,\N,Defender,Czech Republic,1993-05-15,183
p84489,Florent Cuvelier,\N,Midfielder,Belgium,1992-09-12,182
p8450,Steve Thompson,\N,Midfielder,England,1964-11-02,178
p84508,Scott Allan,\N,Midfielder,Scotland,1991-11-28,175
p8455,Ian Ormondroyd,\N,Forward,England,1964-09-22,196
p8458,Paul Bodin,\N,Defender,Wales,1964-09-13,183
p84583,Philippe Coutinho,\N,Midfielder,Brazil,1992-06-12,172
p8466,Craig Maskell,\N,,England,1968-04-10,178
p8467,Micky Hazard,\N,Midfielder,England,1960-02-05,173
p84702,Matija Nastasic,\N,Defender,Serbia,1993-03-28,188
p8480,Darren Patterson,\N,Defender,Northern Ireland,1969-10-15,188
p84915,Michael Hector,\N,Defender,Jamaica,1992-07-19,193
p8493,Ibrahim Ba,\N,Midfielder,France,1973-01-12,178
p84930,Joe Walsh,\N,Defender,Wales,1992-05-13,180
p84933,Daniel Alfei,\N,Defender,Wales,1992-02-23,180
p84939,Danny Ings,20,Forward,England,1992-07-23,178
p8500,Francesco Baiano,\N,Forward,Italy,1968-02-24,170
p85017,Tendayi Darikwa,\N,Defender,Zimbabwe,1991-12-13,188
p85104,Michal Zyro,\N,Forward,Poland,1992-09-20,187
p85128,Connor Goldson,\N,Defender,England,1992-12-18,191
p85242,Conor Hourihane,\N,Midfielder,Ireland,1991-02-02,180
p8525,Tomas Danilevicius,\N,Forward,Lithuania,1978-07-18,191
p8526,Igor Balis,\N,Defender,Slovakia,1970-01-05,183
p8533,Arjen Robben,\N,Midfielder,Netherlands,1984-01-23,180
p85352,Bruno Martins Indi,\N,Defender,Netherlands,1992-02-08,185
p8536,Jimmy Davis,\N,Midfielder,England,1983-02-06,173
p85368,Christopher Schindler,\N,Defender,Germany,1990-04-29,188
p85388,Emmanuel Emenike,\N,Forward,Nigeria,1987-05-10,182
p8545,Mark Hudson,\N,Midfielder,England,1980-10-24,178
p8549,James Harper,\N,Midfielder,England,1980-11-09,178
p8551,Mickaël Madar,\N,Forward,France,1968-05-08,183
p8560,Juan Pablo Ángel,\N,Forward,Colombia,1975-10-24,186
p85624,Christian Kabasele,27,Defender,Belgium,1991-02-24,187
p85633,Matz Sels,\N,Goalkeeper,Belgium,1992-02-26,191
p85654,Jordy Clasie,\N,Midfielder,Netherlands,1991-06-27,169
p8592,Colin McMenamin,\N,Forward,Scotland,1981-02-12,178
p8595,Dimitar Berbatov,\N,Forward,Bulgaria,1981-01-30,188
p85955,Jorginho,5,Midfielder,Italy,1991-12-20,180
p8597,Tomas Rosicky,\N,Midfielder,Czech Republic,1980-10-04,178
p85971,Son Heung-Min,7,Forward,South Korea,1992-07-08,183
p8602,Florin Raducioiu,\N,Forward,Romania,1970-03-17,181
p8604,Matt Turner,\N,Forward,England,1981-12-29,175
p8611,Tony Roberts,\N,Goalkeeper,Wales,1969-08-04,181
p86153,Martín Montoya,\N,Defender,Spain,1991-04-14,175
p86158,Romain Amalfitano,\N,Midfielder,France,1989-08-27,175
p86168,Rubén Rochina,\N,Forward,Spain,1991-03-23,182
p86173,Nolito,\N,Forward,Spain,1986-10-15,175
p86176,Tom Ince,\N,Midfielder,England,1992-01-30,178
p86177,Lauri Dalla Valle,\N,Forward,Finland,1991-09-14,180
p8619,Mark Janney,\N,Midfielder,England,1977-12-02,178
p8623,Mark Brennan,\N,Midfielder,England,1965-10-04,178
p8629,Danny Shipp,\N,Forward,England,1976-09-25,180
p8631,Ragnvald Soma,\N,Defender,Norway,1979-11-10,189
p8633,Roberto Mancini,\N,Forward,Italy,1964-11-27,179
p8635,Nabil Abidallah,\N,Midfielder,Netherlands,1982-08-05,170
p86364,Li Ke,\N,Defender,China,1993-05-24,175
p8638,Mark De Bolla,\N,Forward,England,1983-01-01,170
p86417,Jeffrey Schlupp,15,Midfielder,Ghana,1992-12-23,178
p86431,Brice Dja Djédjé,\N,Defender,Cote D`Ivoire,1990-12-23,170
p86444,Ricardo Álvarez,\N,Midfielder,Argentina,1988-04-12,188
p8649,Lee Canoville,\N,Midfielder,England,1981-03-14,185
p86527,Facundo Ferreyra,\N,Forward,Argentina,1991-03-14,183
p8674,Lewis Hunt,\N,Midfielder,England,1982-08-25,180
p86814,Bruno Zuculini,\N,Midfielder,Argentina,1993-04-02,182
p8683,Svetoslav Todorov,\N,Forward,Bulgaria,1978-08-30,180
p86834,Oumare Tounkara,\N,Forward,France,1990-05-25,187
p8685,Mark Convery,\N,Midfielder,England,1981-05-29,168
p86857,Liam Moore,\N,Defender,Jamaica,1993-01-31,185
p86881,Nampalys Mendy,24,Midfielder,Senegal,1992-06-23,167
p86934,Manuel Lanzini,10,Midfielder,Argentina,1993-02-15,167
p8697,Stephen Hughes,\N,Midfielder,Scotland,1982-11-14,180
p86989,José Cañas,\N,Midfielder,Spain,1987-05-27,177
p8707,Juergen Sommer,\N,Goalkeeper,United States,1969-02-27,196
p8709,Sebastian Svärd,\N,Defender,Denmark,1983-01-15,185
p87107,Cyrus Christie,\N,Defender,Ireland,1992-09-30,188
p87110,Conor Thomas,\N,Midfielder,England,1993-10-29,185
p87112,Gael Bigirimana,\N,Midfielder,Burundi,1993-10-22,173
p87117,Max Ehmer,\N,Defender,Germany,1992-02-03,188
p87121,Kieron Freeman,\N,Defender,Wales,1992-03-21,178
p87157,Jake Cassidy,\N,Forward,Wales,1993-02-09,178
p87170,Jordan Obita,\N,Defender,England,1993-12-08,180
p87171,Lawson D'Ath,\N,Midfielder,England,1992-12-24,175
p87333,Yanic Wildschut,\N,Forward,Netherlands,1991-11-01,187
p87396,Moritz Leitner,\N,Midfielder,Germany,1992-12-08,174
p8742,Alou Diarra,\N,Midfielder,France,1981-07-15,190
p87428,Elias Kachunga,\N,Forward,DR Congo,1992-04-22,178
p87447,Muhamed Besic,\N,Midfielder,Bosnia & Herzegovina,1992-09-10,180
p8748,Caçapa,\N,Defender,Brazil,1976-05-29,180
p8758,Mikel Arteta,\N,Midfielder,Spain,1982-03-26,183
p8763,Derek Boateng,\N,Midfielder,Ghana,1983-05-02,185
p87835,Matt Doherty,2,Defender,Ireland,1992-01-16,182
p87842,Luke Hubbins,\N,Midfielder,England,1992-12-17,175
p87856,Michael Hefele,\N,Defender,Germany,1990-09-01,192
p87860,Josh Morris,\N,Defender,England,1991-09-30,182
p87873,Stuart Dallas,15,Midfielder,Northern Ireland,1991-04-19,183
p87894,Richard Towell,\N,Forward,Ireland,1991-07-17,173
p87969,Davide Ferrari,\N,Defender,Italy,1992-02-20,177
p88041,Matthew Parsons,\N,Defender,England,1991-12-25,178
p88042,Tom Barkhuizen,\N,Forward,England,1993-07-04,179
p8815,Peter Shilton,\N,Goalkeeper,England,1949-09-18,185
p8817,Terry Fenwick,\N,Defender,England,1959-11-17,178
p88170,Jiri Skalak,\N,Midfielder,Czech Republic,0000-00-00,\N
p88175,Lovre Kalinic,\N,Goalkeeper,Croatia,1990-04-03,201
p8819,Kenny Sansom,\N,Defender,England,1958-09-26,168
p8821,Peter Reid,\N,Midfielder,England,1956-06-20,174
p8823,Steve Hodge,\N,Midfielder,England,1962-10-25,173
p8827,Chris Waddle,\N,Midfielder,England,1960-12-14,188
p88372,Santiago Vergini,\N,Defender,Argentina,1988-08-03,191
p8845,Ben Clark,\N,Defender,England,1983-01-23,188
p88450,Robbie Weir,\N,Midfielder,Northern Ireland,1988-12-09,175
p88482,Álvaro Morata,\N,Forward,Spain,1992-10-23,190
p88496,Daniel Boateng,\N,Defender,England,1992-09-02,183
p88497,Chuks Aneke,\N,Midfielder,England,1993-07-03,191
p88498,Benik Afobe,\N,Forward,DR Congo,1993-02-12,183
p88499,Roarie Deacon,\N,Forward,England,1991-10-12,170
p8853,George Clegg,\N,Midfielder,England,1980-11-16,178
p88534,Sebastian Lletget,\N,Midfielder,United States,1992-09-03,178
p88554,Carles Gil,\N,Midfielder,Spain,1992-11-22,171
p8860,Stephen Pearson,\N,Midfielder,Scotland,1982-10-02,186
p88601,Charalampos Mavrias,\N,Midfielder,Greece,1994-02-21,178
p8865,Leon Knight,\N,Forward,England,1982-09-16,163
p88658,Jake Kean,\N,Goalkeeper,England,1991-02-04,193
p8867,Richard Kell,\N,Midfielder,England,1979-09-15,185
p88731,Robert Lainton,\N,Goalkeeper,England,1989-10-12,185
p88734,Neil Etheridge,\N,Goalkeeper,Philippines,1990-02-07,188
p8876,Jimmy Bullard,\N,Midfielder,England,1978-10-23,178
p8878,Paul Davis,\N,Midfielder,England,1961-12-09,178
p8879,Anders Limpar,\N,Midfielder,Sweden,1965-09-24,172
p8880,Erik Thorstvedt,\N,Goalkeeper,Norway,1962-10-28,194
p88812,Doneil Henry,\N,Defender,Canada,1993-04-20,188
p8882,Gary Mabbutt,\N,Defender,England,1961-08-23,179
p88821,Josh McEachran,\N,Midfielder,England,1993-03-01,178
p8883,Paul Stewart,\N,Forward,England,1964-10-07,180
p8884,Paul Allen,\N,Midfielder,England,1962-08-28,170
p8885,David O'Leary,\N,Defender,Ireland,1958-05-02,186
p8886,Perry Groves,\N,Midfielder,England,1965-04-19,178
p8887,Paul Walsh,\N,Forward,England,1962-10-01,170
p8889,Alan Smith,\N,Forward,England,1962-11-21,191
p88894,Ross Barkley,18,Midfielder,England,1993-12-05,189
p88898,Moses Odubajo,\N,Midfielder,England,1993-07-28,177
p88900,Jack Stephens,5,Defender,England,1994-01-27,185
p8893,Jason Brown,\N,Goalkeeper,Wales,1982-05-18,183
p88935,Steven Berghuis,\N,Forward,Netherlands,1991-12-19,182
p88952,José Campaña,\N,Midfielder,Spain,1993-05-31,179
p89045,Jordan Brown,\N,Defender,England,1991-10-11,162
p89046,Álvaro Vázquez,\N,Forward,Spain,1991-04-27,182
p89082,Billy Clifford,\N,Defender,England,1992-10-18,170
p89085,Nathaniel Chalobah,\N,Midfielder,England,1994-12-12,187
p89087,Frederic Veseli,\N,Defender,Albania,1992-11-20,183
p89088,Andre Wisdom,\N,Defender,England,1993-05-09,186
p89188,Nicky Ajose,\N,Forward,England,1991-10-07,180
p89238,Alejandro Pozuelo,\N,Midfielder,Spain,1991-09-20,170
p8924,Daniel Van Buyten,\N,Defender,Belgium,1978-02-07,197
p8926,Mark Atkins,\N,Midfielder,England,1968-09-14,185
p8927,Raffaele Nuzzo,\N,Goalkeeper,Italy,1973-02-21,185
p89274,Jota,\N,Midfielder,Spain,1991-06-16,180
p8929,Chris Shuker,\N,Midfielder,England,1982-05-09,165
p89327,Conor Devlin,\N,Goalkeeper,Northern Ireland,1991-09-23,185
p89328,Jordan Slew,\N,Forward,England,1992-09-07,191
p89335,Saúl Ñíguez,17,Midfielder,Spain,1994-11-21,184
p8934,Tom Williams,\N,Midfielder,Cyprus,1980-07-08,180
p89354,Yven Moyo,\N,Midfielder,France,1992-03-15,184
p8936,Paul Shepherd,\N,Forward,England,1977-11-17,183
p8939,Alan Navarro,\N,Midfielder,England,1981-05-31,178
p89395,Reece Brown,\N,Defender,England,1991-11-01,188
p89428,Scott Wootton,\N,Defender,England,1991-09-12,188
p89470,Onel Hernández,\N,Midfielder,Cuba,1993-02-01,172
p89482,Deale Chamberlain,\N,Goalkeeper,England,1992-04-10,180
p89505,Rory Donnelly,\N,Forward,Northern Ireland,1992-02-18,188
